total_time,total_inference_time,total_prompt_tokens,total_completion_tokens,total_l3_8b_prompt_tokens,total_l3_8b_completion_tokens,total_l3_70b_prompt_tokens,total_l3_70b_completion_tokens,total_gpt_35_prompt_tokens,total_gpt_35_completion_tokens,total_gpt_4_prompt_tokens,total_gpt_4_completion_tokens,total_tasks,total_cost,average_task_time,average_inference_time,average_prompt_tokens,average_completion_tokens,accuracy,min_cost,max_cost,stddev_cost,min_task_time,max_task_time,stddev_task_time,min_inference_time,max_inference_time,stddev_inference_time,median_inference_time,min_prompt_tokens,max_prompt_tokens,stddev_prompt_tokens,min_completion_tokens,max_completion_tokens,stddev_completion_tokens,min_total_tokens,max_total_tokens,stddev_total_tokens,strategy,dataset,model,run
1932.8236601352692,1929.6272149085999,31154,53766,0,0,0,0,0,0,31154,53766,164,1.9245200000000013,11.785510122776031,11.766019603101219,189.96341463414635,327.8414634146341,0.9024390243902439,0.00481,0.0222,0.0035092401232610705,3.419973134994507,29.931285858154297,4.707546578787619,3.4188759326934814,29.929065227508545,4.689650262130084,11.13141942024231,85,473,70.27918822433278,125,636,101.90979645645554,223,1014,153.52779481168756,simple,humaneval,gpt-4-turbo-2024-04-09,run1
2016.2678468227386,2008.2511341571808,31154,53785,0,0,0,0,0,0,31154,53785,164,1.9250900000000004,12.29431613916304,12.245433744860858,189.96341463414635,327.9573170731707,0.8841463414634146,0.00439,0.022830000000000003,0.003562503303615134,4.49881911277771,34.90915489196777,5.5917506988093235,4.4968860149383545,34.905314922332764,5.531223246650125,10.927533149719238,85,473,70.27918822433278,118,657,103.3949691202793,203,1043,155.61652508793182,simple,humaneval,gpt-4-turbo-2024-04-09,run2
1973.594887495041,1958.4139275550842,31154,54749,0,0,0,0,0,0,31154,54749,164,1.9540100000000002,12.034115167652688,11.941548338750513,189.96341463414635,333.8353658536585,0.9085365853658537,0.00436,0.02244,0.0036583207827395226,4.1448705196380615,29.139814138412476,4.771361584878938,4.1427929401397705,25.74754047393799,4.581571889990753,11.009374499320984,85,473,70.27918822433278,117,644,106.23335105583578,202,1032,159.16269331501317,simple,humaneval,gpt-4-turbo-2024-04-09,run3
1705.8719234466553,1689.9848263263702,31154,54038,0,0,0,0,0,0,31154,54038,164,1.9326799999999997,10.401658069796678,10.304785526380307,189.96341463414635,329.5,0.9085365853658537,0.0046,0.022420000000000002,0.0036588603928726766,3.1141324043273926,27.83473014831543,4.655799914748189,3.112265110015869,26.596044301986694,4.450564725079798,9.745273351669312,85,473,70.27918822433278,124,677,107.02316130265787,210,980,158.14253065824093,simple,humaneval,gpt-4-turbo-2024-04-09,run4
1649.070496559143,1641.354041814804,31154,53424,0,0,0,0,0,0,31154,53424,164,1.9142600000000007,10.055307905848434,10.008256352529294,189.96341463414635,325.7560975609756,0.8780487804878049,0.00439,0.022410000000000003,0.003544289556916167,3.277128219604492,43.53649187088013,5.570469655252179,3.2755353450775146,43.534122943878174,5.468253978055812,8.932087182998657,85,473,70.27918822433278,118,643,103.04094855520337,203,1036,154.69711347517767,simple,humaneval,gpt-4-turbo-2024-04-09,run5
371.80053639411926,318.3487582206726,31154,26413,0,0,0,0,31154,26413,0,0,164,0.05519650000000002,2.2670764414275566,1.9411509647601988,189.96341463414635,161.0548780487805,0.7621951219512195,0.00010400000000000001,0.0009365,0.00014638788037232194,0.5884487628936768,22.623887300491333,1.9243393317158686,0.43245816230773926,6.540429592132568,0.9913791707801787,1.752508521080017,85,473,70.27918822433278,17,509,84.78317730524591,134,855,132.24579609034933,simple,humaneval,gpt-3.5-turbo-0125,run1
397.33553814888,347.486918926239,31154,26378,0,0,0,0,31154,26378,0,0,164,0.055144000000000026,2.4227776716395124,2.1188226763795064,189.96341463414635,160.84146341463415,0.7195121951219512,0.00010400000000000001,0.0009365,0.00014406125665186015,0.5007050037384033,22.123838186264038,1.9512925180433338,0.4225170612335205,8.186654329299927,1.1271212231256464,1.948591709136963,85,473,70.27918822433278,17,509,83.51157584977524,134,855,130.44514998256074,simple,humaneval,gpt-3.5-turbo-0125,run2
385.4097442626953,325.0633137226105,31154,26221,0,0,0,0,31154,26221,0,0,164,0.054908500000000034,2.350059416235947,1.982093376357381,189.96341463414635,159.8841463414634,0.725609756097561,0.00010400000000000001,0.0009365,0.00014382367569833944,0.6003658771514893,22.11180329322815,1.8217237115261853,0.38582301139831543,6.126552104949951,0.8907313632298898,1.8509527444839478,85,473,70.27918822433278,17,509,82.68332666176266,134,855,131.14893863254903,simple,humaneval,gpt-3.5-turbo-0125,run3
376.9750642776489,323.1445162296295,31154,26146,0,0,0,0,31154,26146,0,0,164,0.054796000000000004,2.2986284407173714,1.9703933916440823,189.96341463414635,159.4268292682927,0.7439024390243902,0.00010400000000000001,0.0009365,0.0001438189804827222,0.7152712345123291,21.471225261688232,1.8301298509022765,0.6792199611663818,6.3478615283966064,0.9640975490756563,1.7119817733764648,85,473,70.27918822433278,37,509,81.91159838887884,134,855,132.10710992672455,simple,humaneval,gpt-3.5-turbo-0125,run4
370.47977232933044,318.7552683353424,31154,25765,0,0,0,0,31154,25765,0,0,164,0.054224499999999995,2.2590230020081123,1.9436296849716,189.96341463414635,157.10365853658536,0.7439024390243902,0.00010400000000000001,0.0009365,0.00013845321380060593,0.6972472667694092,21.86560893058777,1.8458571777505839,0.5042450428009033,6.183584928512573,0.9282352268053294,1.746940016746521,85,473,70.27918822433278,17,509,79.99705661015032,134,855,126.69954465069715,simple,humaneval,gpt-3.5-turbo-0125,run5
